"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
1253 0.594515348658408 3 5 "GO:0006741" "NADP biosynthetic process" 0.877207394521785
-703 0.672758411478112 3 10 "GO:0006744;GO:0006743;GO:1901663;GO:1901661;GO:0042181" "quinone metabolic process" 0.908083463125404
-3548 0.0116779626056006 3 14 "GO:0006749" "glutathione metabolic process" 0.147194618215369
-870 0.0161639978362748 4 214 "GO:0006753;GO:0055086;GO:0009117" "nucleobase-containing small molecule metabolic process" 0.173891670990243
892 0.47225349924819 2 18 "GO:0006760;GO:0042558" "pteridine-containing compound metabolic process" 0.839223798902834
57 0.968860884326738 4 13 "GO:0006767;GO:0006766" "water-soluble vitamin metabolic process" 0.995105948757143
-653 0.680840467027104 2 11 "GO:0006779;GO:0006778;GO:0033014" "tetrapyrrole biosynthetic process" 0.908083463125404
491 0.834830042237543 5 5 "GO:0006783;GO:0042168" "heme biosynthetic process" 0.968837915482029
-1487 0.0209639539782945 3 67 "GO:0006790" "sulfur compound metabolic process" 0.200045865928471
-326 0.108565492082331 4 699 "GO:0006796;GO:0006793" "phosphorus metabolic process" 0.489091236919072
1223 0.569283646274351 4 6 "GO:0006801" "superoxide metabolic process" 0.865454616163257
-3532 3.22501999008981e-27 4 263 "GO:0006811" "monoatomic ion transport" 5.44705876326169e-24
-3251 7.26986327811735e-15 2 160 "GO:0006812" "monoatomic cation transport" 2.45575981534804e-12
-5343 2.40362653747662e-10 3 39 "GO:0006813" "potassium ion transport" 5.07465652724751e-08
-2290 0.0112609496012395 3 34 "GO:0006814" "sodium ion transport" 0.144088968761314
-3684 0.00016587477826723 3 29 "GO:0006816;GO:0070588" "calcium ion transport" 0.00875507814041723
-6306 0.00152733540565705 4 7 "GO:0006817;GO:0055062" "phosphate ion transport" 0.03486039865074
-2491 0.00659530958064371 2 33 "GO:0006820" "monoatomic anion transport" 0.0992415701404438
-1575 0.217608571567205 2 17 "GO:0006821" "chloride transport" 0.656322995316088
-556 0.692503986597025 2 14 "GO:0006835" "dicarboxylic acid transport" 0.915210667732688
-885 0.374221535951307 3 28 "GO:0006836" "neurotransmitter transport" 0.787123504634816
1091 0.330997919916947 3 22 "GO:0006839;GO:0072655;GO:0070585" "mitochondrial transport" 0.759103483131641
-2067 0.0545093692691362 2 24 "GO:0006869" "lipid transport" 0.348736078392315
-2591 0.0319558801300741 2 19 "GO:0006874;GO:0055074" "intracellular calcium ion homeostasis" 0.251039449021838
-3633 0.0128365125504147 2 13 "GO:0006879" "intracellular iron ion homeostasis" 0.154863354983217
739 0.574293718850954 2 16 "GO:0006885" "regulation of pH" 0.869814198017157
790 0.0512911649275348 2 170 "GO:0006886" "intracellular protein transport" 0.335713796003578
-4255 0.000302385686259612 2 20 "GO:0006887" "exocytosis" 0.0135262347373463
1868 0.0520763851704781 2 30 "GO:0006888" "endoplasmic reticulum to Golgi vesicle-mediated transport" 0.335713796003578
1541 0.331648556415509 5 11 "GO:0006890" "retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum" 0.759103483131641
1441 0.364125319096217 2 11 "GO:0006891" "intra-Golgi vesicle-mediated transport" 0.7780484613037
133 0.946596852733624 2 7 "GO:0006892" "post-Golgi vesicle-mediated transport" 0.991371316900279
-136 0.824880447387119 2 74 "GO:0006897;GO:0098657" "import into cell" 0.968188377787939
1305 0.321332962303757 3 16 "GO:0006898" "receptor-mediated endocytosis" 0.748594997697994
-2127 0.253133895746766 6 8 "GO:0006901" "vesicle coating" 0.702714459841425
-1835 0.208939993007287 3 13 "GO:0006906;GO:0090174;GO:0048284" "organelle fusion" 0.642273971044265
-1291 0.194705429520621 5 28 "GO:0006909" "phagocytosis" 0.627590592481544
-705 0.259702123155417 4 71 "GO:0006913;GO:0051169" "nuclear transport" 0.702714459841425
-1088 0.157056404816682 2 47 "GO:0006914;GO:0061919" "autophagy" 0.566262074176418
1018 0.215964736851938 4 41 "GO:0006915" "apoptotic process" 0.65354207540748
-2734 0.169400253620561 10 7 "GO:0006919" "activation of cysteine-type endopeptidase activity involved in apoptotic process" 0.586239142514799
-808 0.627426706129672 2 10 "GO:0006935" "chemotaxis" 0.890281696919053
-4324 1.99284555485753e-05 4 27 "GO:0006936;GO:0003012" "muscle system process" 0.00149006730303644
-3616 0.000597830367162144 2 25 "GO:0006937" "regulation of muscle contraction" 0.0186988053729048
-6911 0.000204595684230521 2 8 "GO:0006939" "smooth muscle contraction" 0.0101635914901574
1647 0.443484922259464 5 6 "GO:0006941" "striated muscle contraction" 0.824033040369895
-49 0.848410924779021 2 424 "GO:0006950" "response to stress" 0.968837915482029
-936 0.20914782952892 3 50 "GO:0006952" "defense response" 0.642273971044265
-1014 0.504488563326817 2 12 "GO:0006954" "inflammatory response" 0.850687339767374
-806 0.352222036386494 2 37 "GO:0006955" "immune response" 0.768830118137343
-89 0.959352642416522 3 9 "GO:0006959" "humoral immune response" 0.99407767671258
1329 0.448851715523273 3 9 "GO:0006970" "response to osmotic stress" 0.826373492211178
240 0.532662000970875 4 189 "GO:0006974" "DNA damage response" 0.850687339767374
1226 0.484799352630135 2 9 "GO:0006977;GO:0030330;GO:0031571;GO:0072331;GO:0044819;GO:2000134;GO:1902807" "signal transduction by p53 class mediator" 0.850687339767374
-440 0.597712769787861 2 40 "GO:0006979" "response to oxidative stress" 0.878622165510616
1171 0.504413052564124 4 9 "GO:0006986;GO:0035966" "response to topologically incorrect protein" 0.850687339767374
67 0.973097295762458 2 7 "GO:0006995;GO:0043562" "cellular response to nitrogen starvation" 0.995105948757143
-52 0.846962319378765 4 389 "GO:0006996" "organelle organization" 0.968837915482029
-31 0.979245160973958 2 19 "GO:0006997" "nucleus organization" 0.996352455954828
99 0.963459697124356 2 6 "GO:0006998" "nuclear envelope organization" 0.995105948757143
-43 0.984246984386456 3 6 "GO:0006999" "nuclear pore organization" 0.999034348935531
-491 0.489491710539432 5 55 "GO:0007005" "mitochondrion organization" 0.850687339767374
2026 0.223592393296553 2 10 "GO:0007006" "mitochondrial membrane organization" 0.66077492434564
-121 0.959095626210538 3 5 "GO:0007007" "inner mitochondrial membrane organization" 0.99407767671258
-136 0.941909657424935 5 8 "GO:0007009" "plasma membrane organization" 0.98997225351009
-116 0.810514041621922 2 120 "GO:0007010" "cytoskeleton organization" 0.963649002817817
-236 0.771444033519896 5 42 "GO:0007015" "actin filament organization" 0.94761379826553
337 0.467317408405222 2 130 "GO:0007017" "microtubule-based process" 0.836900913127469
-1938 0.0146798797015748 3 44 "GO:0007018" "microtubule-based movement" 0.169824087780547
1202 0.545715007414613 5 7 "GO:0007020" "microtubule nucleation" 0.859005263302219
4344 0.0195981874788997 2 8 "GO:0007029" "endoplasmic reticulum organization" 0.190512921036291
187 0.861555243382897 2 24 "GO:0007030" "Golgi organization" 0.972705084273872
1211 0.515355872261159 2 8 "GO:0007032" "endosome organization" 0.850687339767374
-114 0.910826978225383 5 27 "GO:0007033" "vacuole organization" 0.981114009070582
262 0.792666368459345 3 28 "GO:0007034" "vacuolar transport" 0.953570866330366
-54 0.979976830330644 2 6 "GO:0007040;GO:0080171" "lysosome organization" 0.996496608325381
-138 0.918941918110366 2 15 "GO:0007041" "lysosomal transport" 0.981862022600267
-1503 0.124254591783402 3 29 "GO:0007043;GO:0045216" "cell-cell junction organization" 0.504484232527412
106 0.875729029604375 2 61 "GO:0007049" "cell cycle" 0.976428540074104
-175 0.87034731643891 5 24 "GO:0007051" "spindle organization" 0.974166081819297
1278 0.331783683371123 2 16 "GO:0007052" "mitotic spindle organization" 0.759103483131641
773 0.454382339648239 3 26 "GO:0007059" "chromosome segregation" 0.830575510460904
192 0.895460984316724 2 13 "GO:0007062" "sister chromatid cohesion" 0.977956604457546
1513 0.520308601716873 2 5 "GO:0007064" "mitotic sister chromatid cohesion" 0.850687339767374
2673 0.057496118267617 2 14 "GO:0007088;GO:0051783" "regulation of nuclear division" 0.357025528507372
1671 0.0823747460807433 3 30 "GO:0007093;GO:0045930" "negative regulation of mitotic cell cycle" 0.439055381326597
2859 0.150763297792206 7 7 "GO:0007094;GO:0045841;GO:0071173;GO:0071174;GO:0045839;GO:1902100;GO:2000816;GO:0051784;GO:0033048;GO:1905819;GO:0033046;GO:0033047;GO:0051985;GO:0031577" "regulation of mitotic sister chromatid segregation" 0.553358978047929
1219 0.442526349511692 3 11 "GO:0007095;GO:0044818;GO:0010972;GO:0010389;GO:1902750;GO:1902749" "regulation of G2/M transition of mitotic cell cycle" 0.824033040369895
889 0.679200910377368 3 6 "GO:0007097;GO:0051647" "nuclear migration" 0.908083463125404
1026 0.58135101834963 3 8 "GO:0007099;GO:0098534" "centriole replication" 0.870480381199047
-437 0.814309511193818 6 8 "GO:0007127" "meiosis I" 0.966714378672654
-5407 0.0216273416462911 8 5 "GO:0007131;GO:0140527;GO:0035825" "reciprocal meiotic recombination" 0.203169723733972
-713 0.63892292302562 6 12 "GO:0007140;GO:0140013" "meiotic nuclear division" 0.895220699837925
-2159 0.35912602663125 2 5 "GO:0007141" "male meiosis I" 0.772696484230145
-1580 0.00161751812782117 2 111 "GO:0007154" "cell communication" 0.0359472120774994
199 0.797971499452463 2 46 "GO:0007155" "cell adhesion" 0.955867987641993
-2084 0.332135863845046 5 6 "GO:0007156" "homophilic cell adhesion via plasma membrane adhesion molecules" 0.759103483131641
1960 0.405190793299771 4 5 "GO:0007160;GO:0031589" "cell-matrix adhesion" 0.801768356721713
1562 0.130464157359801 2 26 "GO:0007163" "establishment or maintenance of cell polarity" 0.519759058484478
-111 0.62715173275347 2 551 "GO:0007165" "signal transduction" 0.890281696919053
418 0.292184122566784 3 178 "GO:0007166" "cell surface receptor signaling pathway" 0.73240568539418
1099 0.106255213548741 2 60 "GO:0007167" "enzyme-linked receptor protein signaling pathway" 0.48595225208894
2054 0.0125432972973371 3 41 "GO:0007169" "transmembrane receptor protein tyrosine kinase signaling pathway" 0.154863354983217
4088 0.0824528549785925 5 5 "GO:0007173" "epidermal growth factor receptor signaling pathway" 0.439055381326597
-231 0.840907059391823 6 21 "GO:0007178" "transmembrane receptor protein serine/threonine kinase signaling pathway" 0.968837915482029
-686 0.602490518674164 3 16 "GO:0007179;GO:0141091" "transforming growth factor beta receptor superfamily signaling pathway" 0.880422469697779
-1326 0.476172569295611 2 8 "GO:0007183;GO:0060395" "SMAD protein signal transduction" 0.839223798902834
-1486 0.0557996142058511 2 46 "GO:0007186" "G protein-coupled receptor signaling pathway" 0.35240015840737
-2749 0.167137548819095 4 7 "GO:0007188" "adenylate cyclase-modulating G protein-coupled receptor signaling pathway" 0.581913112432206
-3640 0.0903140286683912 6 6 "GO:0007189;GO:0006171;GO:0046058" "adenylate cyclase-activating G protein-coupled receptor signaling pathway" 0.460847113054117
-7331 0.00184315419635653 2 5 "GO:0007215" "glutamate receptor signaling pathway" 0.0394061700967871
948 0.50031109690883 2 14 "GO:0007219" "Notch signaling pathway" 0.850687339767374
-3371 0.116722415303931 2 6 "GO:0007223" "Wnt signaling pathway, calcium modulating pathway" 0.500355892592094
2139 0.198916162932412 2 10 "GO:0007224" "smoothened signaling pathway" 0.633904526778951
1550 0.470758042350116 4 6 "GO:0007229" "integrin-mediated signaling pathway" 0.838723980516188
1567 0.465809120925237 2 6 "GO:0007249" "canonical NF-kappaB signal transduction" 0.836384254440418
2997 0.0485982312039184 3 12 "GO:0007254;GO:0051403;GO:0031098" "stress-activated MAPK cascade" 0.328329650013673
265 0.644947922117065 2 84 "GO:0007264" "small GTPase mediated signal transduction" 0.898130365619858
1937 0.202406575660556 2 12 "GO:0007265" "Ras protein signal transduction" 0.636947719998208
-2098 0.000734728189922819 3 72 "GO:0007267;GO:0023052" "signaling" 0.0221599270139222
-4362 3.32922112545779e-07 4 38 "GO:0007268;GO:0098916;GO:0099537;GO:0099536" "synaptic signaling" 3.74870298726547e-05
-2284 0.041909274566455 2 22 "GO:0007269;GO:0099643" "signal release from synapse" 0.303231501859724
-4524 0.022973848501694 5 7 "GO:0007271" "synaptic transmission, cholinergic" 0.203954086991931
-4800 0.00101188723820266 3 13 "GO:0007274" "neuromuscular synaptic transmission" 0.0263466832445902
462 0.367339208445495 2 106 "GO:0007275" "multicellular organism development" 0.779442114402564
-1311 0.204509489793014 3 26 "GO:0007281" "germ cell development" 0.637299867639116
-461 0.615248079514888 3 33 "GO:0007283;GO:0048232" "spermatogenesis" 0.887131015540539
-2690 0.125353499894563 2 9 "GO:0007286" "spermatid development" 0.505198904233594
-1562 0.401283738899905 3 8 "GO:0007291;GO:0007349" "cellularization" 0.801768356721713
1422 0.444902315965903 2 8 "GO:0007293" "germarium-derived egg chamber formation" 0.825329585368218
567 0.676782360532971 2 15 "GO:0007298;GO:0007297" "follicle cell of egg chamber migration" 0.908083463125404
-1181 0.525604105225273 2 8 "GO:0007338;GO:0009566" "single fertilization" 0.850687339767374
629 0.355295156981666 5 60 "GO:0007346" "regulation of mitotic cell cycle" 0.769408108897373
-2841 0.105426640865808 4 9 "GO:0007368;GO:0009855;GO:0009799" "determination of bilateral symmetry" 0.485192360823841
-320 0.807779805977133 2 16 "GO:0007369" "gastrulation" 0.963649002817817
360 0.559273632009482 2 73 "GO:0007389" "pattern specification process" 0.861087661316331
3747 0.0182344765156941 2 11 "GO:0007391" "dorsal closure" 0.185104971877043
722 0.484657186975947 4 26 "GO:0007399" "nervous system development" 0.850687339767374
-1198 0.450293665125978 2 11 "GO:0007409" "axonogenesis" 0.826373492211178
388 0.555639412220193 7 64 "GO:0007411;GO:0097485;GO:0031175" "neuron projection development" 0.859842298451673
-2049 0.218512219840165 2 10 "GO:0007416" "synapse assembly" 0.657873688609695
-714 0.638570026750164 4 12 "GO:0007417" "central nervous system development" 0.895220699837925
1778 0.339389820545885 2 8 "GO:0007419" "ventral cord development" 0.763456958582244
-104 0.91276402355946 2 31 "GO:0007420" "brain development" 0.981286255384065
-394 0.822478798116997 4 9 "GO:0007422" "peripheral nervous system development" 0.967214149479499
279 0.747106136071249 2 37 "GO:0007423" "sensory organ development" 0.937701646960457
4026 0.0872450452394927 5 5 "GO:0007424;GO:0060541" "open tracheal system development" 0.452118323649768
1699 0.332962843159298 2 9 "GO:0007427" "epithelial cell migration, open tracheal system" 0.759656749986508
-160 0.931488392920547 6 8 "GO:0007430;GO:0060446" "branching involved in open tracheal system development" 0.986384887550347
1812 0.197859235618152 3 14 "GO:0007435;GO:0022612" "gland morphogenesis" 0.632924713937611
3356 0.118414010612951 3 6 "GO:0007436" "larval salivary gland morphogenesis" 0.500355892592094
3715 0.0618576785164119 3 7 "GO:0007447" "imaginal disc pattern formation" 0.375818773432445
-759 0.702975696429352 3 7 "GO:0007474" "imaginal disc-derived wing vein specification" 0.921027870499966
2668 0.0272150607145337 3 19 "GO:0007476;GO:0035114;GO:0035120" "imaginal disc-derived wing morphogenesis" 0.22643466771846
2987 0.164550059085245 4 6 "GO:0007488;GO:0035193" "larval central nervous system remodeling" 0.580219310636699
-2721 0.247677147859749 4 5 "GO:0007492" "endoderm development" 0.696051086081724
-1024 0.538401576285731 2 10 "GO:0007498" "mesoderm development" 0.85270733791479
2005 0.0809717053720535 2 21 "GO:0007507" "heart development" 0.43875879536882
956 0.63092071795201 2 7 "GO:0007517" "muscle organ development" 0.890990880117847
-3652 0.0497260387864975 5 8 "GO:0007519;GO:0060537" "muscle tissue development" 0.330658580749584
-189 0.924547445557796 3 7 "GO:0007520;GO:0000768;GO:0006949;GO:0140253" "myoblast fusion" 0.983350526163172
-385 0.817360556754816 2 10 "GO:0007525" "somatic muscle development" 0.967214149479499
-1137 0.629267680938534 3 5 "GO:0007526" "larval somatic muscle development" 0.890490941400638
-3573 0.0244094937484328 2 11 "GO:0007528" "neuromuscular junction development" 0.213614688814005
2913 0.143196103540996 4 7 "GO:0007560" "imaginal disc morphogenesis" 0.53551477288094
2638 0.184837139574829 3 7 "GO:0007584" "response to nutrient" 0.618197878696804
675 0.753627202442616 3 6 "GO:0007589" "body fluid secretion" 0.938699369414144
-1800 0.00818410942643385 4 60 "GO:0007600" "sensory perception" 0.11586570503945
-414 0.823814777490907 2 8 "GO:0007601;GO:0050953" "sensory perception of light stimulus" 0.967609985523047
-2929 0.0312184570077433 3 15 "GO:0007602" "phototransduction" 0.246392401336815
-1539 0.242487818110166 3 16 "GO:0007605;GO:0050954" "sensory perception of mechanical stimulus" 0.689498189878906
152 0.927282378325621 2 10 "GO:0007606" "sensory perception of chemical stimulus" 0.984530669390687
2316 0.281081413189049 2 6 "GO:0007608" "sensory perception of smell" 0.727023747130634
-1891 0.000388900984455631 2 98 "GO:0007610" "behavior" 0.013659778477275
-1653 0.0968382245755825 2 28 "GO:0007611;GO:0050890" "cognition" 0.476989661718721
-2078 0.11450943612856 3 16 "GO:0007612" "learning" 0.499758236747126
-2457 0.0808551024591244 4 14 "GO:0007613" "memory" 0.43875879536882
-1381 0.458228071434091 2 8 "GO:0007616" "long-term memory" 0.83224665470694
-1750 0.270323977693003 2 11 "GO:0007617;GO:0019098" "reproductive behavior" 0.71127728866998
769 0.503578885484686 2 21 "GO:0007623;GO:0048511" "rhythmic process" 0.850687339767374
-2776 0.000304320260520521 2 47 "GO:0007626" "locomotory behavior" 0.0135262347373463
-3951 0.012815899776682 2 11 "GO:0007629" "flight behavior" 0.154863354983217
-4758 0.0268119376031086 2 6 "GO:0007630" "jump response" 0.22643466771846
-2187 0.271756449348597 4 7 "GO:0007632" "visual behavior" 0.71127728866998
-4407 0.0402885275641957 2 6 "GO:0007638" "mechanosensory behavior" 0.297149882340291
-3467 0.00201412980160398 5 22 "GO:0008016;GO:1903522" "regulation of blood circulation" 0.0414861614013308
-659 0.340887930958259 3 58 "GO:0008033" "tRNA processing" 0.763607049586869
-306 0.821898565183982 2 15 "GO:0008037" "cell recognition" 0.967214149479499
-716 0.651844152638579 2 11 "GO:0008038" "neuron recognition" 0.899258706442201
650 0.726966186779815 2 8 "GO:0008045" "motor neuron axon guidance" 0.925279494703171
-2701 0.123691178383883 5 9 "GO:0008049;GO:0007619;GO:0060179" "male mating behavior" 0.504484232527412
239 0.865405690964443 2 14 "GO:0008154" "actin polymerization or depolymerization" 0.973508254438625
1326 0.329248083308587 2 15 "GO:0008202" "steroid metabolic process" 0.759103483131641
-4995 0.0010139339318522 2 12 "GO:0008217" "regulation of blood pressure" 0.0263466832445902
-136 0.720922846320042 2 192 "GO:0008283" "cell population proliferation" 0.923578892833557
660 0.28513804189135 2 73 "GO:0008284" "positive regulation of cell population proliferation" 0.727652688082869
-901 0.256474589491269 5 44 "GO:0008285" "negative regulation of cell population proliferation" 0.702714459841425
2189 0.352441269058197 4 5 "GO:0008286" "insulin receptor signaling pathway" 0.768830118137343
3537 0.043847359805809 3 9 "GO:0008299" "isoprenoid biosynthetic process" 0.312481817350259
-2675 0.108034264403878 5 10 "GO:0008306" "associative learning" 0.489091236919072
1173 0.528413062590393 2 8 "GO:0008333" "endosome to lysosome transport" 0.850687339767374
-1616 0.0985580253697146 2 29 "GO:0008340" "determination of adult lifespan" 0.478346278303011
-3914 6.28562898496249e-05 4 29 "GO:0008344;GO:0030534" "adult behavior" 0.00379158119842916
-3111 0.094635132246913 2 8 "GO:0008345;GO:0030537" "larval behavior" 0.4735290904761
1103 0.553583042262286 3 8 "GO:0008354" "germ cell migration" 0.859842298451673
-1606 0.419560746290578 2 7 "GO:0008355" "olfactory learning" 0.808135777441816
-18 0.985220257784611 3 28 "GO:0008360;GO:0022604" "regulation of cell morphogenesis" 0.999300851426874
691 0.599514099895767 2 16 "GO:0008361" "regulation of cell size" 0.880422469697779
2892 0.120203679316927 2 8 "GO:0008362" "chitin-based embryonic cuticle biosynthetic process" 0.500355892592094
-925 0.055916662198446 2 119 "GO:0008380" "RNA splicing" 0.35240015840737
-194 0.882748472059937 2 16 "GO:0008406" "gonad development" 0.976428540074104
-1828 0.395047855134439 2 6 "GO:0008535" "respiratory chain complex IV assembly" 0.798725258987829
2181 0.135347317607264 2 13 "GO:0008543" "fibroblast growth factor receptor signaling pathway" 0.524888274569203
-1555 0.23748774549495 2 16 "GO:0008582;GO:0051963;GO:1904396" "regulation of synapse assembly" 0.682171432212535
-1102 0.579589316632739 3 7 "GO:0008584" "male gonad development" 0.870480381199047
-1151 0.624808600305705 4 5 "GO:0008586" "imaginal disc-derived wing vein morphogenesis" 0.889799094364533
-107 0.946292211372023 2 11 "GO:0008589" "regulation of smoothened signaling pathway" 0.991371316900279
1673 0.11960474018378 5 24 "GO:0008593" "regulation of Notch signaling pathway" 0.500355892592094
522 0.407799028393659 2 70 "GO:0008610" "lipid biosynthetic process" 0.801768356721713
1619 0.116971639653263 5 26 "GO:0008643" "carbohydrate transport" 0.500355892592094
2339 0.123757992674604 3 12 "GO:0008645;GO:0015749;GO:0034219" "carbohydrate transmembrane transport" 0.504484232527412
-2668 0.214358347463096 4 6 "GO:0008655;GO:0010138;GO:0032262;GO:0044206" "pyrimidine-containing compound salvage" 0.652344592549854
-626 0.0800695912887638 2 219 "GO:0009057" "macromolecule catabolic process" 0.43875879536882
759 0.00165534137245717 2 489 "GO:0009059" "macromolecule biosynthetic process" 0.0363100204945475
-3008 0.00147690420380944 6 31 "GO:0009060;GO:0045333" "cellular respiration" 0.0344028307349742
-2513 0.00176428463659109 4 43 "GO:0009063;GO:1901606" "amino acid catabolic process" 0.0382035480923378
-1993 0.0416332572185277 7 29 "GO:0009064" "glutamine family amino acid metabolic process" 0.303097290698678
-5900 0.0030238825704146 2 7 "GO:0009065" "glutamine family amino acid catabolic process" 0.0543333793769177
-1764 0.108238674969693 5 23 "GO:0009066" "aspartate family amino acid metabolic process" 0.489091236919072
-3082 0.121424346405674 2 7 "GO:0009068" "aspartate family amino acid catabolic process" 0.501432080878199
-1859 0.105733737779674 5 21 "GO:0009069" "serine family amino acid metabolic process" 0.485283378015949
-2075 0.212587879457951 2 10 "GO:0009071" "serine family amino acid catabolic process" 0.649296434727811
-1779 0.190691334536557 4 15 "GO:0009072" "aromatic amino acid metabolic process" 0.621771552185801
-2075 0.297048266149738 2 7 "GO:0009074" "aromatic amino acid family catabolic process" 0.73240568539418
-1513 0.416222980118315 6 8 "GO:0009081;GO:0009083" "branched-chain amino acid metabolic process" 0.808046682091763
-769 0.547042267390752 4 17 "GO:0009084" "glutamine family amino acid biosynthetic process" 0.859264315708336
-1065 0.465744764581327 3 13 "GO:0009086;GO:0006555;GO:0009067" "methionine metabolic process" 0.836384254440418
2811 0.0277280031705796 2 17 "GO:0009100" "glycoprotein metabolic process" 0.229571555662299
2247 0.177081455717588 3 10 "GO:0009101" "glycoprotein biosynthetic process" 0.605446515601227
-747 0.536331730045008 4 19 "GO:0009112" "nucleobase metabolic process" 0.852177132686753
-348 0.717225305555562 4 30 "GO:0009116;GO:1901657" "glycosyl compound metabolic process" 0.923578892833557
-270 0.828050743555732 5 18 "GO:0009119" "ribonucleoside metabolic process" 0.968837915482029
-556 0.504731810824395 5 40 "GO:0009123;GO:0009161" "nucleoside monophosphate metabolic process" 0.850687339767374
-31 0.973895875248998 4 30 "GO:0009124;GO:0009156" "nucleoside monophosphate biosynthetic process" 0.995105948757143
-1036 0.495283715076134 2 12 "GO:0009130;GO:0009129" "pyrimidine nucleoside monophosphate biosynthetic process" 0.850687339767374
465 0.759583868327923 2 12 "GO:0009132" "nucleoside diphosphate metabolic process" 0.941871049715753
2085 0.375885815687321 5 5 "GO:0009133" "nucleoside diphosphate biosynthetic process" 0.787199777017322
843 0.535032614239858 6 15 "GO:0009147" "pyrimidine nucleoside triphosphate metabolic process" 0.851715443403506
-1614 0.000857386027248818 2 119 "GO:0009150;GO:0009259;GO:0019693" "ribonucleotide metabolic process" 0.0248821611114108
-1649 0.000898645250323302 4 113 "GO:0009152;GO:0006164;GO:0009260;GO:0072522;GO:0046390" "purine-containing compound biosynthetic process" 0.0248821611114108
-1093 0.0158298107723397 5 136 "GO:0009165;GO:1901293" "nucleoside phosphate biosynthetic process" 0.172493873512786
-1151 0.511925590576348 5 9 "GO:0009166;GO:1901292" "nucleoside phosphate catabolic process" 0.850687339767374
-502 0.633391900131522 6 25 "GO:0009167;GO:0009126" "purine nucleoside monophosphate metabolic process" 0.892242634964254
580 0.669616928105041 6 15 "GO:0009168;GO:0009127" "purine ribonucleoside monophosphate biosynthetic process" 0.908083463125404
-1461 0.405074933879907 6 9 "GO:0009174;GO:0009173;GO:0006222;GO:0046049" "pyrimidine ribonucleoside monophosphate biosynthetic process" 0.801768356721713
-1612 0.417825019557763 7 7 "GO:0009179;GO:0009135;GO:0009185" "purine ribonucleoside diphosphate metabolic process" 0.808135777441816
3373 0.15196180317116 6 5 "GO:0009186" "deoxyribonucleoside diphosphate metabolic process" 0.555548670034825
-4074 0.00142151666706467 2 17 "GO:0009190;GO:0009187;GO:0052652" "cyclic nucleotide metabolic process" 0.0338160795869328
-1484 0.0306284363372633 2 59 "GO:0009199;GO:0009141" "nucleoside triphosphate metabolic process" 0.244016174403951
-1922 0.0227176733555962 6 39 "GO:0009201;GO:0009142" "nucleoside triphosphate biosynthetic process" 0.203169723733972
3287 0.126101793886219 6 6 "GO:0009219;GO:0009265;GO:0046385" "2'-deoxyribonucleotide biosynthetic process" 0.505904821553026
-862 0.487601561183913 3 18 "GO:0009220;GO:0009218" "pyrimidine ribonucleotide metabolic process" 0.850687339767374
4493 0.00094893913749625 4 15 "GO:0009225" "nucleotide-sugar metabolic process" 0.0254787408630005
3748 0.0595678218851869 4 7 "GO:0009226" "nucleotide-sugar biosynthetic process" 0.367148913792525
1807 0.169872100048928 2 16 "GO:0009263;GO:0009262" "deoxyribonucleotide metabolic process" 0.586239142514799
-650 0.446639098911214 3 38 "GO:0009266" "response to temperature stimulus" 0.825329585368218
-70 0.941311523716305 4 31 "GO:0009267;GO:0031669;GO:0042594;GO:0031668;GO:0071496" "cellular response to external stimulus" 0.98997225351009
678 0.683846680150991 2 10 "GO:0009306;GO:0035592;GO:0071692" "protein secretion" 0.909462238405531
-1863 0.00357543188552774 2 68 "GO:0009314" "response to radiation" 0.0597911332144193
1264 0.497131355477089 7 8 "GO:0009394;GO:0019692" "2'-deoxyribonucleotide metabolic process" 0.850687339767374
1102 0.305489824955433 2 24 "GO:0009408" "response to heat" 0.735246083017095
2229 0.262529795239751 2 7 "GO:0009409" "response to cold" 0.702714459841425
-173 0.909464269459653 2 12 "GO:0009411" "response to UV" 0.981114009070582
-2229 0.00278691028923508 4 50 "GO:0009416" "response to light stimulus" 0.0517262799837148
-2316 0.144630506200387 6 11 "GO:0009435" "NAD biosynthetic process" 0.53806371139307
-4379 0.0125871384795989 4 9 "GO:0009448" "gamma-aminobutyric acid metabolic process" 0.154863354983217
-3845 0.0735499654531375 2 6 "GO:0009450" "gamma-aminobutyric acid catabolic process" 0.416865408222648
-571 0.365140231351505 2 70 "GO:0009451" "RNA modification" 0.778689205495823
-3314 0.00316150659888978 2 22 "GO:0009583" "detection of light stimulus" 0.0556227567242171
-1639 0.30174921376338 3 11 "GO:0009593" "detection of chemical stimulus" 0.733441811982129
-1299 0.00297867684054001 2 146 "GO:0009605" "response to external stimulus" 0.0540966148781944
-780 0.17530869438245 2 84 "GO:0009607;GO:0043207" "response to biotic stimulus" 0.601597215057482
-667 0.580656205322699 3 19 "GO:0009611" "response to wounding" 0.870480381199047
-1674 0.20340339113373 2 16 "GO:0009612" "response to mechanical stimulus" 0.636947719998208
-4290 0.0022996096888448 4 14 "GO:0009615" "response to virus" 0.0451632647030101
-136 0.912781443353823 4 18 "GO:0009617" "response to bacterium" 0.981286255384065
-227 0.897296028389454 2 9 "GO:0009620" "response to fungus" 0.977956604457546
-1576 0.000396287238239477 2 141 "GO:0009628" "response to abiotic stimulus" 0.013659778477275
