"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
-713 0.0544106609724998 4 214 "GO:0006753;GO:0055086;GO:0009117" "nucleobase-containing small molecule metabolic process" 0.39086517757448
-3283 0.0098358799136945 2 18 "GO:0006760;GO:0042558" "pteridine-containing compound metabolic process" 0.193520471549146
-1933 0.196407408516804 4 13 "GO:0006767;GO:0006766" "water-soluble vitamin metabolic process" 0.595757371663567
-789 0.627547034206147 2 11 "GO:0006779;GO:0006778;GO:0033014" "tetrapyrrole biosynthetic process" 0.904368167969058
-1157 0.631638877033909 3 5 "GO:0006783;GO:0042168" "heme biosynthetic process" 0.904368167969058
-1182 0.0733701933480336 3 67 "GO:0006790" "sulfur compound metabolic process" 0.437798373775377
-286 0.167741344280381 4 701 "GO:0006796;GO:0006793" "phosphorus metabolic process" 0.563338047085161
-1424 0.517870997420572 3 6 "GO:0006801" "superoxide metabolic process" 0.859157456762513
1214 0.000267496935111786 2 266 "GO:0006811" "monoatomic ion transport" 0.0196435792784264
322 0.451267293576173 5 161 "GO:0006812" "monoatomic cation transport" 0.825775145016421
2116 0.0143657502045233 3 39 "GO:0006813" "potassium ion transport" 0.205904109946524
167 0.856816831488117 2 34 "GO:0006814" "sodium ion transport" 0.962753111942972
861 0.382229226923682 3 30 "GO:0006816;GO:0070588" "calcium ion transport" 0.780635023306045
-571 0.779254656537396 4 7 "GO:0006817;GO:0055062" "phosphate ion homeostasis" 0.939703385034345
393 0.675606959880956 5 33 "GO:0006820" "monoatomic anion transport" 0.917340673621119
-1397 0.285766858500127 2 17 "GO:0006821" "chloride transport" 0.705643602348998
-815 0.571803404032051 2 14 "GO:0006835" "dicarboxylic acid transport" 0.886704174397516
-406 0.690849858759184 4 28 "GO:0006836" "neurotransmitter transport" 0.917340673621119
-1932 0.0931333308855216 2 22 "GO:0006839;GO:0072655;GO:0070585" "mitochondrial transport" 0.468817972737057
198 0.857300580439449 2 24 "GO:0006869" "lipid transport" 0.962753111942972
165 0.893666474804915 3 19 "GO:0006874;GO:0055074" "calcium ion homeostasis" 0.973770903920429
307 0.837379143539727 2 13 "GO:0006879" "intracellular iron ion homeostasis" 0.953018355524383
-1836 0.173422662760238 3 16 "GO:0006885" "regulation of pH" 0.567250262176185
-1100 0.00808582531412844 2 170 "GO:0006886" "intracellular protein transport" 0.172575351593468
1369 0.244975900962815 4 21 "GO:0006887" "exocytosis" 0.668965762732351
-2312 0.0189797122570546 3 30 "GO:0006888" "endoplasmic reticulum to Golgi vesicle-mediated transport" 0.226753982972787
-3658 0.0245290871094381 2 11 "GO:0006890" "retrograde vesicle-mediated transport, Golgi to endoplasmic reticulum" 0.262212836252158
-1781 0.27356794450807 3 11 "GO:0006891" "intra-Golgi vesicle-mediated transport" 0.693435935164011
1972 0.333449230569718 3 7 "GO:0006892" "post-Golgi vesicle-mediated transport" 0.737751896500055
-779 0.212083382692653 2 75 "GO:0006897;GO:0098657" "import into cell" 0.623306455187481
-2165 0.0980011224406608 2 17 "GO:0006898" "receptor-mediated endocytosis" 0.477167308214792
-591 0.75671232631899 2 8 "GO:0006901" "vesicle coating" 0.927494280952666
1121 0.453802279845024 6 13 "GO:0006906;GO:0090174;GO:0048284" "organelle fusion" 0.827769108331189
1363 0.173986670751329 2 29 "GO:0006909" "phagocytosis" 0.567304028762538
-713 0.265882815687166 5 71 "GO:0006913;GO:0051169" "nucleocytoplasmic transport" 0.69139977056698
1038 0.187584651552705 2 47 "GO:0006914;GO:0061919" "autophagy" 0.590107168712745
-496 0.556213522905688 2 41 "GO:0006915" "apoptotic process" 0.87798564503524
-4039 0.0475957548204486 2 7 "GO:0006919" "activation of cysteine-type endopeptidase activity involved in apoptotic process" 0.3687579352832
2827 0.0974967015746839 2 10 "GO:0006935" "chemotaxis" 0.477167308214792
1729 0.0900191624807692 4 28 "GO:0006936;GO:0003012" "muscle system process" 0.467032611075223
1061 0.307195798700968 2 27 "GO:0006937" "regulation of muscle contraction" 0.720630144452687
3272 0.0862664650526965 2 8 "GO:0006939" "smooth muscle contraction" 0.458018301011961
-2063 0.348840704310186 2 6 "GO:0006941" "striated muscle contraction" 0.756081205156621
-387 0.142409480356604 2 427 "GO:0006950" "response to stress" 0.539820165596477
890 0.243641642327856 3 50 "GO:0006952" "defense response" 0.668036905668423
1911 0.219849502130717 2 12 "GO:0006954" "inflammatory response" 0.629213553979954
-481 0.587891128735917 2 37 "GO:0006955" "immune response" 0.890845696000111
1284 0.475237719585844 3 9 "GO:0006959" "humoral immune response" 0.842085176311637
-3310 0.0656779826594217 2 9 "GO:0006970" "response to osmotic stress" 0.424453482735635
-1448 0.000230546289465672 3 190 "GO:0006974" "DNA damage response" 0.0176996674048873
-954 0.595817077483079 7 9 "GO:0006977;GO:0030330;GO:0031571;GO:0072331;GO:0044819;GO:2000134;GO:1902807" "signal transduction by p53 class mediator" 0.890845696000111
-445 0.602029919385478 2 40 "GO:0006979" "response to oxidative stress" 0.893082644450217
-1153 0.521222211262329 4 9 "GO:0006986;GO:0035966" "response to topologically incorrect protein" 0.860551627392056
1995 0.327839161754735 2 7 "GO:0006995;GO:0043562" "cellular response to nitrogen starvation" 0.733423500225887
-505 0.0669993147369765 2 391 "GO:0006996" "organelle organization" 0.424453482735635
-1207 0.329353492532239 5 19 "GO:0006997" "nucleus organization" 0.733555880497509
-2092 0.342220333140956 3 6 "GO:0006998" "nuclear envelope organization" 0.746783130071156
-1851 0.400482426385255 2 6 "GO:0006999" "nuclear pore organization" 0.798600729828448
-703 0.334639269878345 5 55 "GO:0007005" "mitochondrion organization" 0.737866484105124
-3315 0.0519535428760313 2 10 "GO:0007006" "mitochondrial membrane organization" 0.387774971121588
-865 0.719970498095507 2 5 "GO:0007007" "inner mitochondrial membrane organization" 0.917340673621119
-1122 0.556205197572824 5 8 "GO:0007009" "plasma membrane organization" 0.87798564503524
-216 0.659461106203283 5 122 "GO:0007010" "cytoskeleton organization" 0.913283792290816
568 0.495592443664847 3 42 "GO:0007015" "actin filament organization" 0.847555396565119
-509 0.279968780020247 2 132 "GO:0007017" "microtubule-based process" 0.701583485837088
535 0.510861342656943 2 44 "GO:0007018" "microtubule-based movement" 0.859157456762513
-2338 0.25150027307744 2 7 "GO:0007020" "microtubule nucleation" 0.680524018049399
-10 0.995997543945024 2 8 "GO:0007029" "endoplasmic reticulum organization" 0.999280348710342
-173 0.874878208859385 2 24 "GO:0007030" "Golgi organization" 0.9695992747792
-2953 0.121554064286527 2 8 "GO:0007032" "endosome organization" 0.505292074889065
493 0.63495106581618 2 27 "GO:0007033" "vacuole organization" 0.904766656909305
94 0.926471971085027 4 28 "GO:0007034" "vacuolar transport" 0.981072827061198
-368 0.867381061874806 4 6 "GO:0007040;GO:0080171" "lysosome organization" 0.965078050965548
-760 0.585526232245288 2 15 "GO:0007041" "lysosomal transport" 0.890845696000111
2046 0.0412450823997296 2 29 "GO:0007043;GO:0045216" "cell-cell junction organization" 0.347042667271522
-1482 0.0321296899210459 2 61 "GO:0007049" "cell cycle" 0.311879576302566
-1780 0.106095862225003 2 24 "GO:0007051" "spindle organization" 0.482255277512715
-1422 0.291674084460054 2 16 "GO:0007052" "mitotic spindle organization" 0.713273656578315
-2231 0.0350682253210007 3 26 "GO:0007059" "chromosome segregation" 0.328675043308563
771 0.620746477090172 2 12 "GO:0007062" "sister chromatid cohesion" 0.903672609189084
-1153 0.632583024639634 3 5 "GO:0007064" "mitotic sister chromatid cohesion" 0.904368167969058
-4128 0.00419610943075342 2 14 "GO:0007088;GO:0051783" "regulation of nuclear division" 0.128978438869529
-1084 0.271114428996241 2 30 "GO:0007093;GO:0045930" "negative regulation of mitotic cell cycle" 0.691816252486115
-4724 0.0204953227140315 5 7 "GO:0007094;GO:0045841;GO:0071173;GO:0071174;GO:0045839;GO:1902100;GO:2000816;GO:0031577;GO:0051784;GO:0033048;GO:1905819;GO:0033046;GO:0033047;GO:0051985" "spindle checkpoint signaling" 0.235549944488496
-90 0.9556906925895 8 11 "GO:0007095;GO:0044818;GO:0010972;GO:0010389;GO:1902750;GO:1902749" "regulation of G2/M transition of mitotic cell cycle" 0.991544348009739
573 0.794834594687733 3 6 "GO:0007097;GO:0051647" "nucleus localization" 0.94807601018897
-1629 0.295612254814036 4 12 "GO:0007099;GO:0098534;GO:0031023" "microtubule organizing center organization" 0.713273656578315
-847 0.637632347439823 5 9 "GO:0007127" "meiosis I" 0.906532077202078
-2523 0.2956137120218 4 5 "GO:0007131;GO:0140527;GO:0035825" "reciprocal meiotic recombination" 0.713273656578315
1595 0.374995973900078 6 9 "GO:0007140" "male meiotic nuclear division" 0.776186519506411
-59 0.980513484638343 2 5 "GO:0007141" "male meiosis I" 0.99764293708082
1362 0.00771180217296561 2 112 "GO:0007154" "cell communication" 0.171846062592171
353 0.657663750312076 2 46 "GO:0007155" "cell adhesion" 0.912777864468718
-606 0.783119389242816 2 6 "GO:0007156" "homophilic cell adhesion via plasma membrane adhesion molecules" 0.941415408136026
304 0.899844357368551 3 5 "GO:0007160;GO:0031589" "cell-matrix adhesion" 0.973770903920429
1118 0.281761881834135 2 27 "GO:0007163" "establishment or maintenance of cell polarity" 0.703172704441778
446 0.0539701842173267 3 559 "GO:0007165" "signal transduction" 0.390583524697201
228 0.569725244332661 2 182 "GO:0007166" "cell surface receptor signaling pathway" 0.886704174397516
270 0.69383145225248 2 62 "GO:0007167" "enzyme-linked receptor protein signaling pathway" 0.917340673621119
-246 0.765329168472015 6 43 "GO:0007169" "transmembrane receptor protein tyrosine kinase signaling pathway" 0.930627045031845
-776 0.747762605142612 3 5 "GO:0007173" "epidermal growth factor receptor signaling pathway" 0.923726251705021
1509 0.200000906769808 3 21 "GO:0007178" "transmembrane receptor protein serine/threonine kinase signaling pathway" 0.603217020596796
760 0.572995174501699 6 16 "GO:0007179;GO:0141091" "transforming growth factor beta receptor superfamily signaling pathway" 0.886704174397516
30 0.98746989748672 3 8 "GO:0007183;GO:0060395" "SMAD protein signal transduction" 0.999231758893935
2855 0.000289337319377398 2 47 "GO:0007186" "G protein-coupled receptor signaling pathway" 0.0203621138511844
1895 0.352605914478261 3 7 "GO:0007188" "adenylate cyclase-modulating G protein-coupled receptor signaling pathway" 0.757698968897943
2158 0.327012868184727 5 6 "GO:0007189;GO:0006171;GO:0046058" "cAMP metabolic process" 0.733423500225887
6412 0.00785411241581188 3 5 "GO:0007215" "glutamate receptor signaling pathway" 0.171846062592171
-25 0.985977947085423 3 14 "GO:0007219" "Notch signaling pathway" 0.999231758893935
-16 0.993819704529664 2 7 "GO:0007223" "Wnt signaling pathway, calcium modulating pathway" 0.999280348710342
-547 0.748401699549981 3 10 "GO:0007224" "smoothened signaling pathway" 0.923726251705021
76 0.97242805586236 3 6 "GO:0007229" "integrin-mediated signaling pathway" 0.995699540980785
3322 0.131355095137127 3 6 "GO:0007249" "canonical NF-kappaB signal transduction" 0.528235132587161
2460 0.114153327141644 3 12 "GO:0007254;GO:0051403;GO:0031098" "stress-activated MAPK cascade" 0.498204055664694
-764 0.19240292497859 2 85 "GO:0007264" "small GTPase mediated signal transduction" 0.592550990238319
-1019 0.512776415800261 4 12 "GO:0007265" "Ras protein signal transduction" 0.859157456762513
1162 0.0661267503153838 3 73 "GO:0007267;GO:0023052" "signaling" 0.424453482735635
2210 0.0116305538890437 6 38 "GO:0007268;GO:0098916;GO:0099537;GO:0099536" "chemical synaptic transmission" 0.205904109946524
580 0.614361610934619 2 22 "GO:0007269;GO:0099643" "signal release from synapse" 0.89762695576866
5165 0.0112891137903577 2 7 "GO:0007271" "synaptic transmission, cholinergic" 0.205904109946524
912 0.542182495078481 2 13 "GO:0007274" "neuromuscular synaptic transmission" 0.874235405914486
-1048 0.0431070038648329 2 109 "GO:0007275" "multicellular organism development" 0.350037161190879
887 0.393306874449015 2 27 "GO:0007281" "germ cell development" 0.791994410440598
302 0.747603687163791 4 33 "GO:0007283;GO:0048232" "male gamete generation" 0.923726251705021
1366 0.447377082174662 4 9 "GO:0007286" "spermatid development" 0.824012968149405
-1112 0.559863138778904 2 8 "GO:0007291;GO:0007349" "cellularization" 0.879602442151966
-1718 0.367548335259391 3 8 "GO:0007293" "germarium-derived egg chamber formation" 0.767077550454633
994 0.475568132752637 2 15 "GO:0007298;GO:0007297" "follicle cell of egg chamber migration" 0.842085176311637
-413 0.828401253437828 2 8 "GO:0007338;GO:0009566" "single fertilization" 0.951169080255943
-1273 0.067902988488696 2 60 "GO:0007346" "regulation of mitotic cell cycle" 0.424453482735635
1786 0.295236133348008 3 10 "GO:0007368;GO:0009855;GO:0009799" "determination of bilateral symmetry" 0.713273656578315
-461 0.73244882889878 3 16 "GO:0007369" "gastrulation" 0.920629212786526
328 0.594213701179983 2 77 "GO:0007389" "pattern specification process" 0.890845696000111
264 0.860112456851593 4 13 "GO:0007391" "dorsal closure" 0.963988015675077
479 0.644629983689962 4 27 "GO:0007399" "nervous system development" 0.906532077202078
-690 0.671402875573989 2 11 "GO:0007409" "axonogenesis" 0.917340673621119
74 0.909808260969424 6 68 "GO:0007411;GO:0097485;GO:0031175" "neuron projection development" 0.978156819805386
421 0.805119788720305 3 10 "GO:0007416" "synapse assembly" 0.950321483544997
-1652 0.288792222503286 2 12 "GO:0007417" "central nervous system development" 0.711035078437391
1804 0.344219103015615 3 8 "GO:0007419" "ventral cord development" 0.749191442772931
546 0.573600143447806 2 31 "GO:0007420" "brain development" 0.886704174397516
2035 0.257694836687004 4 9 "GO:0007422" "peripheral nervous system development" 0.685427683723385
-1600 0.0714882137610112 3 37 "GO:0007423" "sensory organ development" 0.43589744780631
1860 0.440738097934879 3 5 "GO:0007424;GO:0060541" "respiratory system development" 0.816235359004398
1799 0.317019056179501 3 9 "GO:0007427" "epithelial cell migration, open tracheal system" 0.728138897414537
-21 0.991393542295095 2 8 "GO:0007430;GO:0060446" "branching involved in open tracheal system development" 0.999280348710342
1973 0.171127557537039 2 14 "GO:0007435;GO:0022612" "gland morphogenesis" 0.563958379695434
2306 0.294993273158503 2 6 "GO:0007436" "larval salivary gland morphogenesis" 0.713273656578315
286 0.880817238264298 2 8 "GO:0007447" "imaginal disc pattern formation" 0.9708535793905
-482 0.813278825997459 3 7 "GO:0007474" "imaginal disc-derived wing vein specification" 0.951169080255943
1311 0.289440692175354 2 19 "GO:0007476;GO:0035114;GO:0035120" "imaginal disc-derived wing morphogenesis" 0.711129547531932
557 0.800387953284275 4 6 "GO:0007488;GO:0035193" "larval central nervous system remodeling" 0.950321483544997
-274 0.90943672064614 2 5 "GO:0007492" "endoderm development" 0.978156819805386
865 0.612009189251334 2 10 "GO:0007498" "mesoderm development" 0.897294722782555
-1478 0.189015972926936 2 23 "GO:0007507" "heart development" 0.590107168712745
-1837 0.367616929145254 4 7 "GO:0007517" "muscle organ development" 0.767077550454633
5584 0.0034121013466957 2 8 "GO:0007519;GO:0060537" "muscle tissue development" 0.124353684582404
2937 0.149766344361951 4 7 "GO:0007520;GO:0000768;GO:0006949;GO:0140253" "myoblast fusion" 0.5535363812943
2794 0.101435691058384 2 10 "GO:0007525" "somatic muscle development" 0.478561123457013
3554 0.140657539635944 2 5 "GO:0007526" "larval somatic muscle development" 0.538708808265554
1130 0.487361353170781 2 11 "GO:0007528" "neuromuscular junction development" 0.842085176311637
1774 0.352340747675244 2 8 "GO:0007560" "imaginal disc morphogenesis" 0.757698968897943
-376 0.853648468664238 2 7 "GO:0007584" "response to nutrient" 0.960567797184476
1236 0.57469514908507 4 6 "GO:0007589" "body fluid secretion" 0.886704174397516
-53 0.939066675896237 3 61 "GO:0007600" "sensory perception" 0.987598764376553
-467 0.80669903600213 6 8 "GO:0007601;GO:0050953" "sensory perception of light stimulus" 0.950324747867992
2863 0.0398610982440335 2 15 "GO:0007602" "phototransduction" 0.344989927906062
-2043 0.118494171768693 2 17 "GO:0007605;GO:0050954" "sensory perception of mechanical stimulus" 0.504843381399776
841 0.605153398796532 5 11 "GO:0007606" "sensory perception of chemical stimulus" 0.893082644450217
-1076 0.597728734085941 6 7 "GO:0007608" "sensory perception of smell" 0.890845696000111
1554 0.00424657996413902 2 99 "GO:0007610" "behavior" 0.128978438869529
2079 0.0415121048524949 2 28 "GO:0007611;GO:0050890" "cognition" 0.347042667271522
1704 0.206500570108943 4 16 "GO:0007612" "learning" 0.615131327890661
2157 0.134640252546769 3 14 "GO:0007613" "memory" 0.530087148138678
3228 0.0904922159299516 5 8 "GO:0007616" "long-term memory" 0.467404748335438
2614 0.108006760570466 3 11 "GO:0007617;GO:0019098" "reproductive behavior" 0.484717621214048
196 0.865044207210498 2 22 "GO:0007623;GO:0048511" "rhythmic process" 0.965078050965548
1892 0.0151983279127705 2 48 "GO:0007626" "locomotory behavior" 0.208386487318015
199 0.902676269804151 5 11 "GO:0007629" "flight behavior" 0.974821112339649
3628 0.0994580452556778 3 6 "GO:0007630" "jump response" 0.477229086468295
1517 0.52932220816517 2 5 "GO:0007631" "feeding behavior" 0.866169525042934
679 0.739236449569147 4 7 "GO:0007632" "visual behavior" 0.922134684876137
3149 0.152706199908437 3 6 "GO:0007638" "mechanosensory behavior" 0.556332694817064
1460 0.194413345535996 6 23 "GO:0008016;GO:1903522" "regulation of heart contraction" 0.595757371663567
-1141 0.107808699280362 2 58 "GO:0008033" "tRNA processing" 0.484717621214048
1302 0.349901463567741 2 15 "GO:0008037" "cell recognition" 0.756701116473642
1834 0.259512790196928 3 11 "GO:0008038" "neuron recognition" 0.689177834343729
542 0.750892341835554 2 10 "GO:0008045" "motor neuron axon guidance" 0.924440470056362
2920 0.104366619475466 2 9 "GO:0008049;GO:0007619;GO:0060179" "male mating behavior" 0.482255277512715
1002 0.487029849901561 2 14 "GO:0008154" "actin polymerization or depolymerization" 0.842085176311637
-3746 0.00716549558041472 2 15 "GO:0008202" "steroid metabolic process" 0.170458056835499
1277 0.412228594288233 2 12 "GO:0008217" "regulation of blood pressure" 0.805849647862067
158 0.683309184965659 2 196 "GO:0008283" "cell population proliferation" 0.917340673621119
222 0.726107764135912 2 73 "GO:0008284" "positive regulation of cell population proliferation" 0.917961088043081
182 0.82317249446555 2 44 "GO:0008285" "negative regulation of cell population proliferation" 0.951169080255943
5051 0.0362700721521123 2 5 "GO:0008286" "insulin receptor signaling pathway" 0.332364462899858
-4363 0.0152440689017992 3 9 "GO:0008299" "isoprenoid biosynthetic process" 0.208386487318015
2246 0.188022322025855 2 10 "GO:0008306" "associative learning" 0.590107168712745
-2366 0.214700043627232 2 8 "GO:0008333" "endosome to lysosome transport" 0.623306455187481
173 0.863160436922759 2 29 "GO:0008340" "determination of adult lifespan" 0.964843135646949
1179 0.239482929793325 2 29 "GO:0008344;GO:0030534" "adult behavior" 0.660925928792363
4280 0.0248060731813098 2 8 "GO:0008345;GO:0030537" "larval behavior" 0.263379087455679
10 0.995997543945024 2 8 "GO:0008354" "germ cell migration" 0.999280348710342
2667 0.190798416063397 2 7 "GO:0008355" "olfactory learning" 0.592386993990951
429 0.668667206667136 3 29 "GO:0008360;GO:0022604" "regulation of cell morphogenesis" 0.917340673621119
1080 0.423451240440829 2 16 "GO:0008361" "regulation of cell size" 0.812737664891546
-671 0.724914010360616 5 8 "GO:0008362" "chitin-based embryonic cuticle biosynthetic process" 0.917825909669476
-51 0.917862823312626 2 119 "GO:0008380" "RNA splicing" 0.979386179045241
2163 0.108718411874815 4 16 "GO:0008406" "gonad development" 0.484717621214048
-2510 0.254294846641512 3 6 "GO:0008535" "respiratory chain complex IV assembly" 0.680524018049399
1503 0.315274601792135 2 13 "GO:0008543" "fibroblast growth factor receptor signaling pathway" 0.725491695060319
1054 0.43452036752087 2 16 "GO:0008582;GO:0051963;GO:1904396" "regulation of synapse assembly" 0.816235359004398
3008 0.140159740136643 5 7 "GO:0008584" "male gonad development" 0.538022275206341
-83 0.972708254954586 2 5 "GO:0008586" "imaginal disc-derived wing vein morphogenesis" 0.995699540980785
523 0.747967616598206 2 11 "GO:0008589" "regulation of smoothened signaling pathway" 0.923726251705021
-393 0.721183889241157 2 24 "GO:0008593" "regulation of Notch signaling pathway" 0.917340673621119
-1888 0.00346040448512313 2 70 "GO:0008610" "lipid biosynthetic process" 0.124353684582404
-51 0.96175990515731 2 26 "GO:0008643" "carbohydrate transport" 0.992543818465957
-1011 0.51605802962705 5 12 "GO:0008645;GO:0015749;GO:0034219" "carbohydrate transmembrane transport" 0.859157456762513
-1435 0.514641330887469 4 6 "GO:0008655;GO:0010138;GO:0032262;GO:0044206" "pyrimidine-containing compound salvage" 0.859157456762513
228 0.529753706517238 2 223 "GO:0009057" "macromolecule catabolic process" 0.866169525042934
-78 0.752950051998314 3 492 "GO:0009059" "macromolecule biosynthetic process" 0.925569605404041
-1970 0.0420906536973193 4 31 "GO:0009060;GO:0045333" "cellular respiration" 0.347042667271522
-946 0.250373688814508 3 43 "GO:0009063;GO:1901606" "amino acid catabolic process" 0.678781958920873
-2371 0.0179772684648631 3 29 "GO:0009064" "glutamine family amino acid metabolic process" 0.22659778966494
703 0.730153260159205 6 7 "GO:0009065" "glutamine family amino acid catabolic process" 0.919633748254211
-3081 0.00618125391023522 3 23 "GO:0009066" "aspartate family amino acid metabolic process" 0.155822953050557
-4517 0.0267202057224979 2 7 "GO:0009068" "aspartate family amino acid catabolic process" 0.273517742213933
-699 0.55283569668236 7 21 "GO:0009069" "serine family amino acid metabolic process" 0.875107302433464
-3502 0.040081541777503 6 10 "GO:0009071" "serine family amino acid catabolic process" 0.344989927906062
1364 0.327419628279533 2 15 "GO:0009072" "aromatic amino acid metabolic process" 0.733423500225887
694 0.733634276334034 5 7 "GO:0009074" "aromatic amino acid family catabolic process" 0.920651891991995
-2774 0.145749453794938 6 8 "GO:0009081;GO:0009083" "branched-chain amino acid metabolic process" 0.545833320309646
-4712 0.000316768062369058 7 17 "GO:0009084" "glutamine family amino acid biosynthetic process" 0.0214008502936536
-2312 0.122315434066402 2 13 "GO:0009086;GO:0006555;GO:0009067" "methionine metabolic process" 0.505950044739348
-2909 0.0262229932288656 3 17 "GO:0009100" "glycoprotein metabolic process" 0.270064850997281
-3250 0.0567899010221642 2 10 "GO:0009101" "glycoprotein biosynthetic process" 0.395902669808083
-884 0.475226866648954 2 19 "GO:0009112" "nucleobase metabolic process" 0.842085176311637
1531 0.120255148623372 2 30 "GO:0009116;GO:1901657" "glycosyl compound metabolic process" 0.505002130962833
2997 0.0184294101868253 3 18 "GO:0009119" "ribonucleoside metabolic process" 0.22659778966494
-1122 0.188795582524407 2 40 "GO:0009123;GO:0009161" "nucleoside monophosphate metabolic process" 0.590107168712745
-2262 0.0217037426295254 2 30 "GO:0009124;GO:0009156" "nucleoside monophosphate biosynthetic process" 0.239592296086722
-1981 0.203330022379939 3 12 "GO:0009130;GO:0009129" "pyrimidine nucleoside monophosphate biosynthetic process" 0.611075458718358
-2029 0.192605384038388 2 12 "GO:0009132" "nucleoside diphosphate metabolic process" 0.592550990238319
-1428 0.553816575198141 2 5 "GO:0009133" "nucleoside diphosphate biosynthetic process" 0.875839134372341
-799 0.566245492413372 2 15 "GO:0009147" "pyrimidine nucleoside triphosphate metabolic process" 0.886704174397516
-22 0.964982386903312 4 119 "GO:0009150;GO:0009259;GO:0019693" "ribonucleotide metabolic process" 0.993741979198295
-429 0.399227486624371 2 113 "GO:0009152;GO:0006164;GO:0009260;GO:0072522;GO:0046390" "purine-containing compound biosynthetic process" 0.79798251468469
-854 0.065612572816737 2 136 "GO:0009165;GO:1901293" "nucleoside phosphate biosynthetic process" 0.424453482735635
-5012 0.00531228604554375 3 9 "GO:0009166;GO:1901292" "nucleoside phosphate catabolic process" 0.148292589663914
-246 0.820029200340231 2 25 "GO:0009167;GO:0009126" "purine ribonucleoside monophosphate metabolic process" 0.951169080255943
-1942 0.163283787065534 7 15 "GO:0009168;GO:0009127" "purine nucleoside monophosphate biosynthetic process" 0.558433175700867
-753 0.675293972430646 4 9 "GO:0009174;GO:0009173;GO:0006222;GO:0046049" "pyrimidine ribonucleoside monophosphate biosynthetic process" 0.917340673621119
1111 0.585957422031497 4 7 "GO:0009179;GO:0009135;GO:0009185" "purine ribonucleoside diphosphate metabolic process" 0.890845696000111
-6423 0.00775417023381746 3 5 "GO:0009186" "deoxyribonucleoside diphosphate metabolic process" 0.171846062592171
2818 0.0312571975532488 6 17 "GO:0009190;GO:0009187;GO:0052652" "cyclic nucleotide metabolic process" 0.306938410857193
-158 0.8224319639451 2 59 "GO:0009199;GO:0009141" "nucleoside triphosphate metabolic process" 0.951169080255943
-194 0.822124037976484 3 39 "GO:0009201;GO:0009142" "nucleoside triphosphate biosynthetic process" 0.951169080255943
-3916 0.0753762474138432 2 6 "GO:0009219;GO:0009265;GO:0046385" "pyrimidine deoxyribonucleotide metabolic process" 0.437798373775377
183 0.88576436960397 4 18 "GO:0009220;GO:0009218" "pyrimidine ribonucleotide metabolic process" 0.970939077951685
-1816 0.192407185379875 2 15 "GO:0009225" "nucleotide-sugar metabolic process" 0.592550990238319
-1693 0.406297578746109 3 7 "GO:0009226" "nucleotide-sugar biosynthetic process" 0.804654691264159
-4804 0.000368131855504443 3 16 "GO:0009263;GO:0009262" "deoxyribonucleotide metabolic process" 0.0239144116902694
-1101 0.202665161136407 3 39 "GO:0009266" "response to temperature stimulus" 0.610163025239557
785 0.410527618141586 4 32 "GO:0009267;GO:0031669;GO:0042594;GO:0031668;GO:0071496" "response to starvation" 0.805849647862067
1573 0.356525301529809 3 10 "GO:0009306;GO:0035592;GO:0071692" "protein localization to extracellular region" 0.762124536782044
291 0.656856832898513 3 68 "GO:0009314" "response to radiation" 0.912777864468718
-3402 0.0744524832639232 4 8 "GO:0009394;GO:0019692" "2'-deoxyribonucleotide metabolic process" 0.437798373775377
-1670 0.121760730893931 2 25 "GO:0009408" "response to heat" 0.505292074889065
-5298 0.00936043661419879 3 7 "GO:0009409" "response to cold" 0.188211636206926
-1724 0.268254047368886 5 12 "GO:0009411" "response to UV" 0.691816252486115
141 0.853553257322544 2 50 "GO:0009416" "response to light stimulus" 0.960567797184476
-1025 0.528602083839742 3 11 "GO:0009435" "NAD biosynthetic process" 0.866169525042934
859 0.632783687583464 2 9 "GO:0009448" "gamma-aminobutyric acid metabolic process" 0.904368167969058
1220 0.579711624810443 4 6 "GO:0009450" "gamma-aminobutyric acid catabolic process" 0.890120849368035
-865 0.180433563020437 6 70 "GO:0009451" "RNA modification" 0.579175216295962
1789 0.119935292194222 3 22 "GO:0009583" "detection of light stimulus" 0.505002130962833
905 0.0427723136275685 2 147 "GO:0009605" "response to external stimulus" 0.350037161190879
1072 0.0675753873620323 2 85 "GO:0009607;GO:0043207" "response to biotic stimulus" 0.424453482735635
-823 0.506043119124606 3 19 "GO:0009611" "response to wounding" 0.859001837388402
1232 0.361117629834689 3 16 "GO:0009612" "response to mechanical stimulus" 0.764281227317978
2517 0.0808251971329955 2 14 "GO:0009615" "response to virus" 0.449082667808414
-529 0.677186771905007 4 18 "GO:0009617" "response to bacterium" 0.917340673621119
1597 0.374596731591529 2 9 "GO:0009620" "response to fungus" 0.776186519506411
86 0.84983667261489 2 142 "GO:0009628" "response to abiotic stimulus" 0.958833760886138
2534 0.213883032011052 2 7 "GO:0009636" "response to toxic substance" 0.623306455187481
-4809 0.0289795173918121 4 6 "GO:0009651" "response to salt stress" 0.293092244759106
242 0.473619213742078 2 259 "GO:0009653" "anatomical structure morphogenesis" 0.842085176311637
918 0.180838430398421 2 62 "GO:0009719" "response to endogenous stimulus" 0.579175216295962
841 0.324602377060526 3 40 "GO:0009725" "response to hormone" 0.733423500225887
-1289 0.407695156166684 4 12 "GO:0009749;GO:0009746;GO:0034284;GO:0009743" "response to carbohydrate" 0.805376747094186
