"delta.rank" "pval" "level" "nseqs" "term" "name" "p.adj"
882 0.188018600027817 4 17 "GO:0010642;GO:0010640" "regulation of platelet-derived growth factor receptor signaling pathway" 0.373228956479355
-1569 0.000395653183824413 2 39 "GO:0010656;GO:0010660" "regulation of muscle cell apoptotic process" 0.00313591782734905
-718 0.348456578714299 7 13 "GO:0010661" "positive regulation of muscle cell apoptotic process" 0.554897654254825
-1347 0.0147654630673027 7 25 "GO:0010665;GO:0010662" "regulation of cardiac muscle cell apoptotic process" 0.0561225964036012
-1817 0.00668857619926147 2 17 "GO:0010667;GO:0010664" "negative regulation of striated muscle cell apoptotic process" 0.0304868343339909
728 0.206116182207533 2 23 "GO:0010669" "epithelial structure maintenance" 0.396827141108205
-206 0.649895378409297 2 37 "GO:0010717" "regulation of epithelial to mesenchymal transition" 0.802845889313794
765 0.215745831380869 2 20 "GO:0010718" "positive regulation of epithelial to mesenchymal transition" 0.406561286560045
-1412 0.0652789099185791 2 13 "GO:0010719" "negative regulation of epithelial to mesenchymal transition" 0.172680170834177
125 0.56015314611603 3 169 "GO:0010720" "positive regulation of cell development" 0.73333931882108
-138 0.570865422099197 2 130 "GO:0010721" "negative regulation of cell development" 0.739782578977197
741 0.333365753733601 2 13 "GO:0010761" "fibroblast migration" 0.540771735794098
-877 0.271439197155078 3 12 "GO:0010762" "regulation of fibroblast migration" 0.473216324453266
-34 0.960263707783012 2 16 "GO:0010799;GO:0010800" "regulation of peptidyl-threonine phosphorylation" 0.9807098513408
-1096 0.124289299689826 2 15 "GO:0010803" "regulation of tumor necrosis factor-mediated signaling pathway" 0.275735910476153
-1547 0.0631085380465245 2 11 "GO:0010804" "negative regulation of tumor necrosis factor-mediated signaling pathway" 0.168007610378403
-120 0.741610682198402 4 58 "GO:0010810" "regulation of cell-substrate adhesion" 0.862394023396683
-546 0.279374285836935 2 30 "GO:0010811" "positive regulation of cell-substrate adhesion" 0.481548490209636
142 0.805522646111907 2 23 "GO:0010812;GO:0001953" "negative regulation of cell-substrate adhesion" 0.892462227061951
136 0.87658755345375 2 10 "GO:0010815;GO:0042447" "hormone catabolic process" 0.935789168729214
502 0.0121068196134521 2 194 "GO:0010817" "regulation of hormone levels" 0.0481847956575447
-40 0.890863157017847 5 89 "GO:0010821" "regulation of mitochondrion organization" 0.944868756098629
-835 0.0628062320780973 7 38 "GO:0010822" "positive regulation of mitochondrion organization" 0.167362967089336
965 0.0236889557947459 3 42 "GO:0010823" "negative regulation of mitochondrion organization" 0.0794008132782929
-886 0.0697141519649194 3 32 "GO:0010824;GO:0046605" "regulation of centrosome cycle" 0.18108755440374
589 0.35306676906745 3 19 "GO:0010837" "regulation of keratinocyte proliferation" 0.560634561384501
445 0.49430957209158 2 18 "GO:0010842" "retina layer formation" 0.685869939929564
133 0.85177504965178 -1 15 "GO:0010862" "obsolete positive regulation of pathway-restricted SMAD protein phosphorylation" 0.918820545998934
783 0.325946960316535 2 12 "GO:0010866" "regulation of triglyceride biosynthetic process" 0.532462973341515
4 0.995044504702514 6 16 "GO:0010874;GO:0010875;GO:0032376;GO:0032373" "positive regulation of sterol transport" 0.997554526876538
1325 0.0727245654151448 2 14 "GO:0010880" "regulation of release of sequestered calcium ion into cytosol by sarcoplasmic reticulum" 0.188379647099565
1580 0.018352571921607 5 17 "GO:0010882" "regulation of cardiac muscle contraction by calcium ion signaling" 0.065794916347823
-590 0.156867313754834 2 44 "GO:0010883" "regulation of lipid storage" 0.325432413770282
-1148 0.0962928861481838 5 16 "GO:0010884" "positive regulation of lipid storage" 0.22935514491802
537 0.42314360820091 5 17 "GO:0010888" "negative regulation of lipid storage" 0.62315356189474
-1459 0.0796140363346735 3 11 "GO:0010896" "regulation of triglyceride catabolic process" 0.201534348574214
-607 0.0596629682125552 2 74 "GO:0010906" "regulation of glucose metabolic process" 0.161304545740844
-1413 0.0105836992265574 3 25 "GO:0010907" "positive regulation of glucose metabolic process" 0.0437501504432135
-634 0.0506385744943545 3 73 "GO:0010921;GO:0035303;GO:0035304" "regulation of dephosphorylation" 0.142216810710014
-504 0.267946391621881 4 37 "GO:0010923;GO:0035305" "negative regulation of dephosphorylation" 0.469206788953916
274 0.568844535496731 -1 33 "GO:0010942" "obsolete positive regulation of cell death" 0.739152497782301
445 0.28005125403182 6 45 "GO:0010951;GO:0010466" "negative regulation of endopeptidase activity" 0.481819782756044
-511 0.473817394537863 4 15 "GO:0010960" "magnesium ion homeostasis" 0.665401308230356
-1283 0.0429490050811168 2 19 "GO:0010971;GO:1902751" "positive regulation of cell cycle G2/M phase transition" 0.124983401815551
-1353 0.00197345101247185 3 40 "GO:0010972;GO:1902750" "negative regulation of cell cycle G2/M phase transition" 0.0117060569652381
-348 0.164532138138574 4 123 "GO:0010976" "positive regulation of neuron projection development" 0.336565006104054
156 0.704807419739663 2 45 "GO:0010977" "negative regulation of neuron projection development" 0.838654508860454
-1995 0.00686510297389506 2 14 "GO:0014003" "oligodendrocyte development" 0.0310548235339448
-609 0.205632251028402 4 33 "GO:0014013" "regulation of gliogenesis" 0.396719086242035
-504 0.439128802122859 2 18 "GO:0014014" "negative regulation of gliogenesis" 0.637178797238717
-423 0.516272126996068 3 18 "GO:0014015" "positive regulation of gliogenesis" 0.70425815525224
206 0.788253760233995 4 13 "GO:0014019" "neuroblast development" 0.886367767773443
-4 0.9963488537279 2 13 "GO:0014029;GO:0014032;GO:0048864" "neural crest cell development" 0.997977916687445
1482 0.0164624964812709 2 20 "GO:0014041;GO:1903429" "regulation of cell maturation" 0.0606604837230406
3935 9.71584480781942e-08 6 14 "GO:0014059;GO:0050433" "regulation of dopamine secretion" 2.33012760822014e-06
60 0.924783956715984 -1 19 "GO:0014065" "obsolete phosphatidylinositol 3-kinase signaling" 0.961775314984623
-1242 0.0394113335434657 -1 21 "GO:0014068" "obsolete positive regulation of phosphatidylinositol 3-kinase signaling" 0.117264523976387
176 0.287816185439224 3 287 "GO:0014070" "response to organic cyclic compound" 0.489727601157138
-540 0.480457797693396 2 13 "GO:0014072" "response to isoquinoline alkaloid" 0.672163798836861
263 0.762962459812921 3 10 "GO:0014812" "muscle cell migration" 0.871219869886978
2623 0.00162743301906104 2 11 "GO:0014819" "regulation of skeletal muscle contraction" 0.00996982695668377
362 0.504645754243335 2 26 "GO:0014823" "response to activity" 0.695356358744407
637 0.465500735555879 2 10 "GO:0014874" "response to stimulus involved in regulation of muscle adaptation" 0.658754427723306
678 0.229424800929346 6 24 "GO:0014910" "regulation of smooth muscle cell migration" 0.422688606745325
303 0.660877215249004 3 16 "GO:0014911" "positive regulation of smooth muscle cell migration" 0.807448578314769
-171 0.816406073062747 2 14 "GO:0015012" "heparan sulfate proteoglycan biosynthetic process" 0.898434214897374
2903 2.9699435551948e-10 6 36 "GO:0015074" "DNA integration" 1.50225144919126e-08
1178 0.139451759404703 2 12 "GO:0015670;GO:0015669" "carbon dioxide transport" 0.300042377930304
1938 0.00381368086300561 3 17 "GO:0015695" "organic cation transport" 0.019575018747014
2206 1.02964679700428e-19 3 131 "GO:0015698;GO:0006820;GO:0006821" "monoatomic anion transport" 2.38706449105492e-17
378 0.520759622035406 4 22 "GO:0015701" "bicarbonate transport" 0.705801268015005
1263 9.77557650889958e-05 2 73 "GO:0015718;GO:0015908" "monocarboxylic acid transport" 0.000988932867191223
1479 0.0166604251163834 8 20 "GO:0015740" "C4-dicarboxylate transport" 0.0613086014203421
1587 7.58361801098837e-06 3 61 "GO:0015748" "organophosphate ester transport" 0.000116561465782153
2658 0.0064753161317237 2 8 "GO:0015791" "polyol transmembrane transport" 0.0297266163010814
2948 9.57066320399848e-08 2 25 "GO:0015800" "acidic amino acid transport" 2.31526826378468e-06
1478 0.000841174708808802 4 39 "GO:0015804" "neutral amino acid transport" 0.00580681895758334
1692 7.35399906501505e-05 2 42 "GO:0015807;GO:1902475" "L-amino acid transport" 0.000789916038566481
2440 0.00338719066381059 5 11 "GO:0015810" "aspartate transmembrane transport" 0.0179488846223258
2875 0.000993723126075761 2 10 "GO:0015812" "gamma-aminobutyric acid transport" 0.00672636918915515
2817 0.000234896682933931 5 13 "GO:0015813;GO:0051938" "L-glutamate transmembrane transport" 0.00202944898112483
1334 0.030777209071486 2 20 "GO:0015816" "glycine transport" 0.097630781798032
2150 0.0137993504319919 2 10 "GO:0015844" "monoamine transport" 0.0535422495143675
1040 0.0053117973203951 3 55 "GO:0015850" "organic hydroxy compound transport" 0.0255987987120019
1037 0.111058455941803 3 18 "GO:0015868;GO:0015865;GO:0006862" "nucleotide transport" 0.253920571795043
1282 0.00299382778667368 7 41 "GO:0015909" "long-chain fatty acid transport" 0.0161411412839655
1817 2.05845045247234e-05 4 42 "GO:0015914" "phospholipid transport" 0.00026635391436177
1487 5.27442356146766e-06 4 72 "GO:0015980" "energy derivation by oxidation of organic compounds" 8.33718542500172e-05
1820 0.00157861996206769 3 23 "GO:0015986;GO:0006754" "ATP biosynthetic process" 0.00969474775821703
462 0.561881348050646 3 12 "GO:0016024;GO:0046341" "CDP-diacylglycerol metabolic process" 0.733622846425771
-1076 0.00114797911156628 1 70 "GO:0016032" "viral process" 0.0074444706022783
1037 2.36182223494845e-07 2 193 "GO:0016042" "lipid catabolic process" 5.08381867223489e-06
1498 0.0601519679292393 4 12 "GO:0016048" "detection of temperature stimulus" 0.162468713377809
80 0.706016757290351 2 174 "GO:0016050" "vesicle organization" 0.838793678504133
513 0.169583393849247 4 55 "GO:0016051" "carbohydrate biosynthetic process" 0.344365694663215
1737 2.17038329071735e-06 3 57 "GO:0016052" "carbohydrate catabolic process" 3.70429835262311e-05
-2122 2.26005287085057e-19 2 139 "GO:0016072;GO:0006364" "rRNA metabolic process" 4.83651314362022e-17
-2998 2.84790326200336e-09 2 30 "GO:0016073" "snRNA metabolic process" 1.13183812498476e-07
-2586 2.8279470589694e-05 3 20 "GO:0016075" "rRNA catabolic process" 0.000352795906639142
-3583 1.67600337091164e-05 3 11 "GO:0016078" "tRNA catabolic process" 0.000225248375742811
3342 6.9394938840635e-10 2 26 "GO:0016079" "synaptic vesicle exocytosis" 3.32856413542494e-08
344 0.618739731947019 4 16 "GO:0016081" "synaptic vesicle docking" 0.777476935084285
373 0.669195965474493 3 10 "GO:0016114" "terpenoid biosynthetic process" 0.811907185324919
-239 0.755097035971173 2 13 "GO:0016185;GO:0070142" "synaptic vesicle budding" 0.868017187506428
-174 0.410587022316059 3 174 "GO:0016197" "endosomal transport" 0.611035443093725
-231 0.611546832972063 5 37 "GO:0016199;GO:0016198" "axon choice point recognition" 0.771925267390326
843 0.120021389444541 2 26 "GO:0016203" "muscle attachment" 0.268840181509431
1341 0.0453808760326504 3 17 "GO:0016226;GO:0031163" "iron-sulfur cluster assembly" 0.130558011502413
-543 0.131790797247916 2 59 "GO:0016236" "macroautophagy" 0.287562351328394
-691 0.220761836476726 8 24 "GO:0016239" "positive regulation of macroautophagy" 0.411911085900907
-165 0.579025439941188 2 87 "GO:0016241" "regulation of macroautophagy" 0.746108741971461
-68 0.869530628264137 2 45 "GO:0016242" "negative regulation of macroautophagy" 0.930511789412177
1439 0.0994561206257304 2 10 "GO:0016318" "ommatidial rotation" 0.235478236238963
959 0.0214051488753779 3 44 "GO:0016319" "mushroom body development" 0.0738090867744644
1767 0.000299328246852329 5 32 "GO:0016322" "neuron remodeling" 0.00247836661530708
878 0.00640638603963178 2 74 "GO:0016331;GO:0007391" "morphogenesis of embryonic epithelium" 0.0295075595401583
53 0.945195534796635 2 13 "GO:0016333" "morphogenesis of follicular epithelium" 0.973558947506372
-475 0.260600328545148 2 43 "GO:0016334" "establishment or maintenance of polarity of follicular epithelium" 0.462071455712302
1229 0.0590751470845512 5 18 "GO:0016339" "calcium-dependent cell-cell adhesion via plasma membrane cell adhesion molecules" 0.160182318897877
183 0.690495487242007 3 36 "GO:0016358" "dendrite development" 0.826542804157184
-1462 0.0940667989580517 4 10 "GO:0016446;GO:0002566" "somatic hypermutation of immunoglobulin genes" 0.226023704265466
-2157 3.63839053165436e-05 4 28 "GO:0016447;GO:0016445;GO:0002200;GO:0002562;GO:0016444" "somatic diversification of immune receptors" 0.000428898409282306
-1372 1.22879648998335e-05 -1 78 "GO:0016458;GO:0035166;GO:0001700;GO:0035167" "post-embryonic hemopoiesis" 0.000177124965550968
327 0.588097486078546 3 21 "GO:0016476" "regulation of embryonic cell shape" 0.750843141932315
-493 0.0931782731638507 3 89 "GO:0016482" "cytosolic transport" 0.224629077939196
1544 0.021204265331612 4 17 "GO:0016486;GO:0140448" "signaling receptor ligand precursor processing" 0.0732798337298691
557 0.233125989406105 4 35 "GO:0016525;GO:2000181;GO:1901343" "negative regulation of blood vessel morphogenesis" 0.427525710301769
827 0.192047074583342 3 19 "GO:0016540" "protein autoprocessing" 0.379187339596066
-1986 0.000109368226321724 2 29 "GO:0016556" "mRNA modification" 0.00107506240891081
-886 4.71887342664865e-11 7 440 "GO:0016567;GO:0032446" "protein modification by small protein conjugation" 2.79317146232692e-09
-1278 8.00983335605737e-19 2 381 "GO:0016570" "histone modification" 1.48555709310344e-16
-282 0.674359674957683 -1 17 "GO:0016572" "obsolete histone phosphorylation" 0.815510454724942
-1201 5.53745795673964e-09 4 183 "GO:0016573;GO:0018393;GO:0006475;GO:0018394;GO:0006473;GO:0043543" "protein acylation" 2.00067636826619e-07
-1407 0.000643374772155746 2 45 "GO:0016574" "histone ubiquitination" 0.00466111618785751
-1140 0.00107909306945369 3 63 "GO:0016575;GO:0006476;GO:0035601;GO:0098732" "macromolecule deacylation" 0.00709701399342829
-1936 7.45461942918083e-05 2 32 "GO:0016578" "histone deubiquitination" 0.00079280286027666
-1371 4.38825245309199e-08 2 123 "GO:0016579;GO:0070646" "protein modification by small protein removal" 1.14094563780392e-06
-798 0.386062108240658 -1 9 "GO:0016584" "obsolete nucleosome positioning" 0.590204953824768
-340 0.582379970485784 2 20 "GO:0016601" "Rac protein signal transduction" 0.747453075110183
-669 0.267038789193814 2 21 "GO:0016925" "protein sumoylation" 0.469206788953916
-2049 0.0189607479809271 2 10 "GO:0016926" "protein desumoylation" 0.0671959246916423
-1958 0.00347072719629481 2 17 "GO:0016973" "poly(A)+ mRNA export from nucleus" 0.0181357780625678
-990 0.164925751404249 3 15 "GO:0017004" "cytochrome complex assembly" 0.336874772692086
-281 0.43929149284826 4 58 "GO:0017015;GO:1903844" "regulation of transforming growth factor beta receptor signaling pathway" 0.637178797238717
227 0.669822251585083 2 27 "GO:0017145;GO:0042078" "stem cell division" 0.812312774154185
-710 0.00139053170911573 2 157 "GO:0017148;GO:0034249" "negative regulation of amide metabolic process" 0.00877201635999991
2349 4.71287553740852e-06 2 29 "GO:0017156" "calcium-ion regulated exocytosis" 7.55674030475216e-05
1124 0.00106785258020481 5 65 "GO:0017157" "regulation of exocytosis" 0.00705645101693535
2569 1.29682407669204e-05 2 22 "GO:0017158" "regulation of calcium ion-dependent exocytosis" 0.000185013568274731
-577 0.0075429288502634 2 166 "GO:0018022;GO:0034968;GO:0016571" "histone methylation" 0.0335214505773687
-1007 0.0632015126309842 4 26 "GO:0018023;GO:0080182" "peptidyl-lysine trimethylation" 0.168094271643784
521 0.336427779296881 2 26 "GO:0018026" "peptidyl-lysine monomethylation" 0.544144931569561
-292 0.464310226656139 4 48 "GO:0018027" "peptidyl-lysine dimethylation" 0.658029062943137
-153 0.525684019948661 2 133 "GO:0018105;GO:0018209" "peptidyl-serine modification" 0.709928613348143
1053 0.00558901785675998 6 53 "GO:0018107;GO:0018210" "peptidyl-threonine modification" 0.0266700646269404
-649 0.153057866598355 2 37 "GO:0018108;GO:0018212" "peptidyl-tyrosine modification" 0.319840705720043
1287 0.106455819698865 3 12 "GO:0018126" "protein hydroxylation" 0.247418621889927
-1510 0.0487388395125143 2 13 "GO:0018200" "peptidyl-glutamic acid modification" 0.138358624003893
-821 1.79674614305176e-07 6 318 "GO:0018205" "peptidyl-lysine modification" 4.03108691126613e-06
8 0.989104703894651 6 21 "GO:0018208" "peptidyl-proline modification" 0.994466673738677
179 0.735800927997006 7 27 "GO:0018230;GO:0018231;GO:0018345;GO:0018198" "peptidyl-cysteine modification" 0.859746242468902
-465 0.576521130049387 6 11 "GO:0018279" "protein N-linked glycosylation via asparagine" 0.743915484136083
1938 0.0199313472215136 -1 11 "GO:0018298" "obsolete protein-chromophore linkage" 0.069484972393798
-2071 0.012857729564121 3 11 "GO:0018342;GO:0097354" "prenylation" 0.050451627147228
1789 1.6441949154254e-06 4 55 "GO:0018958" "phenol-containing compound metabolic process" 2.9321475991753e-05
-1319 0.0327710445747427 2 20 "GO:0019048;GO:0044003;GO:0035821" "modulation by symbiont of host process" 0.102207450680419
-1734 0.0235655894394902 3 13 "GO:0019054;GO:0044068" "modulation by symbiont of host cellular process" 0.0791781036481422
82 0.71825102776709 2 148 "GO:0019216" "regulation of lipid metabolic process" 0.847182678549874
-204 0.649033850443538 3 38 "GO:0019217" "regulation of fatty acid metabolic process" 0.802494298637299
-87 0.846919290005722 2 38 "GO:0019218" "regulation of steroid metabolic process" 0.916297551634623
131 0.684932498162553 5 74 "GO:0019221" "cytokine-mediated signaling pathway" 0.823814184992746
941 0.160243264516109 3 17 "GO:0019228" "neuronal action potential" 0.330219823617641
779 0.00262241024282947 4 115 "GO:0019318;GO:0005996" "monosaccharide metabolic process" 0.0144466243476269
849 0.204925884699198 3 17 "GO:0019320;GO:0046365" "monosaccharide catabolic process" 0.395905424467478
199 0.802577183700171 3 12 "GO:0019321" "pentose metabolic process" 0.891325239542465
514 0.537044188998607 2 11 "GO:0019369" "arachidonic acid metabolic process" 0.717517163192232
2930 0.000237032011358403 3 12 "GO:0019377;GO:0046479" "glycolipid catabolic process" 0.00204155744767516
1692 2.19575217992426e-06 3 60 "GO:0019395;GO:0034440;GO:0006635" "lipid oxidation" 3.70818153550453e-05
-1472 0.0919025566709041 2 10 "GO:0019408;GO:0016094" "dolichol biosynthetic process" 0.223295120225725
1789 0.0248091679384556 2 12 "GO:0019430" "removal of superoxide radicals" 0.0818731971586993
2408 3.78110888791496e-07 2 34 "GO:0019646;GO:0022904" "respiratory electron transport chain" 7.79188513050327e-06
845 0.0180257386250565 3 60 "GO:0019722" "calcium-mediated signaling" 0.0648740036932823
1094 0.153297964929077 2 13 "GO:0019730" "antimicrobial humoral response" 0.319936187871487
1433 0.00068151801933232 2 43 "GO:0019748" "secondary metabolic process" 0.00489918121390831
148 0.692269702084491 2 55 "GO:0019751" "polyol metabolic process" 0.827274188659387
383 0.399215970514656 3 37 "GO:0019755" "one-carbon compound transport" 0.600187590315701
316 0.235029052457159 2 109 "GO:0019827;GO:0098727" "maintenance of cell number" 0.429882198511385
11 0.979490325443916 2 44 "GO:0019886;GO:0002478;GO:0002495;GO:0019884;GO:0002504" "antigen processing and presentation of exogenous antigen" 0.990167908933494
481 0.563088054107705 2 11 "GO:0019896" "axonal transport of mitochondrion" 0.734416768179857
680 0.238013584142787 3 23 "GO:0019915" "lipid storage" 0.433914673057165
1149 4.52437836870183e-05 2 97 "GO:0019932" "second-messenger-mediated signaling" 0.000524450859238687
2787 0.000471460853981955 2 12 "GO:0019934;GO:0010752" "cGMP-mediated signaling" 0.00362321573419281
1720 0.000189818101798567 6 36 "GO:0019935;GO:0019933" "cyclic-nucleotide-mediated signaling" 0.00170346438452779
-738 0.0954601026588066 3 39 "GO:0019985" "translesion synthesis" 0.227941817672944
1691 0.00503490638947437 3 21 "GO:0019991" "septate junction assembly" 0.0245738764482767
-1679 0.0352149569528957 2 12 "GO:0021510" "spinal cord development" 0.108468114000927
451 0.541245921388427 3 14 "GO:0021542;GO:2000463" "positive regulation of excitatory postsynaptic potential" 0.719618036407882
128 0.807138289782505 2 28 "GO:0021549" "cerebellum development" 0.893537095970923
-1674 0.00672883428061584 3 20 "GO:0021766" "hippocampus development" 0.0305377112050135
163 0.723875018724976 2 36 "GO:0021782" "glial cell development" 0.851149747292005
-87 0.899528730888279 4 16 "GO:0021799;GO:1902624;GO:1902622" "regulation of neutrophil migration" 0.948271667044787
-793 0.236488392757947 3 17 "GO:0021884" "forebrain neuron development" 0.431983393731194
-944 0.0874958558361102 2 25 "GO:0021915" "neural tube development" 0.215983558949475
-87 0.887600590799413 5 20 "GO:0021953" "central nervous system neuron differentiation" 0.942842628332939
-461 0.345964331130614 2 32 "GO:0021954" "central nervous system neuron development" 0.55245664281616
-308 0.497405166619231 2 37 "GO:0021987" "cerebral cortex development" 0.688769964988476
-179 0.70654481177003 2 34 "GO:0022008" "neurogenesis" 0.838793678504133
511 0.445686518756562 4 17 "GO:0022029;GO:0021885;GO:0021795" "telencephalon cell migration" 0.641438124770179
269 0.626994374246625 2 25 "GO:0022404" "molting cycle process" 0.783602133492413
-201 0.757571805575621 2 18 "GO:0022405" "hair cycle process" 0.868839994210709
7 0.978279005807264 2 119 "GO:0022407" "regulation of cell-cell adhesion" 0.990167908933494
239 0.570478588111482 6 43 "GO:0022408" "negative regulation of cell-cell adhesion" 0.739782578977197
-257 0.471427346716539 2 60 "GO:0022409" "positive regulation of cell-cell adhesion" 0.663969465787409
248 0.273983612906892 2 150 "GO:0022411" "cellular component disassembly" 0.475541453648419
47 0.93409781746269 2 24 "GO:0022416" "chaeta development" 0.966763440543603
786 0.203377542467047 3 20 "GO:0022600" "digestive system process" 0.394343022558588
-488 0.493635148520723 2 15 "GO:0022602" "ovulation cycle process" 0.685588896391128
-8 0.957976817526688 3 365 "GO:0022603" "regulation of anatomical structure morphogenesis" 0.979813053808546
-132 0.576263308412096 2 138 "GO:0022604" "regulation of cell morphogenesis" 0.743915484136083
-1598 0.00128444295109074 2 31 "GO:0022613;GO:0044085" "cellular component biogenesis" 0.00822544113784477
-2070 0.00272064652502813 2 16 "GO:0022616;GO:0006271" "DNA strand elongation" 0.014840860063977
3838 1.10294002228393e-05 3 10 "GO:0022617" "extracellular matrix disassembly" 0.000160648122617481
-1268 1.02831204562512e-07 3 136 "GO:0022618;GO:0071826" "protein-RNA complex organization" 2.44509753070862e-06
1752 1.6585678190379e-09 3 91 "GO:0023061" "signal release" 6.88676966054244e-08
1984 7.71403717623091e-35 4 303 "GO:0030001;GO:0006812" "monoatomic cation transport" 4.29209028485488e-32
1075 9.09433706607687e-10 5 254 "GO:0030003;GO:0098771;GO:0006873;GO:0055080;GO:0050801" "monoatomic ion homeostasis" 4.28821113861455e-08
1669 0.00843397038262239 2 19 "GO:0030007" "intracellular potassium ion homeostasis" 0.0363772179914039
14 0.976375811142581 2 32 "GO:0030010" "establishment of cell polarity" 0.989176076692884
672 0.26469190359485 3 21 "GO:0030011" "maintenance of cell polarity" 0.466945387318245
627 1.94974055302946e-05 2 368 "GO:0030029;GO:0030036" "actin filament-based process" 0.000255857463138111
377 0.433206830632693 3 33 "GO:0030041" "actin filament polymerization" 0.632641156336038
733 0.167902927526667 3 27 "GO:0030042;GO:0051261" "protein depolymerization" 0.341701495522449
249 0.610481643612201 3 32 "GO:0030048" "actin filament-based movement" 0.77096427671831
-820 0.0360373630274525 7 50 "GO:0030071;GO:1902099;GO:0033045;GO:0010965;GO:1905818" "regulation of sister chromatid segregation" 0.11017136696964
-1006 3.9479130600904e-05 3 129 "GO:0030097" "hemopoiesis" 0.000463421693382763
-672 0.0693218625560977 3 56 "GO:0030099" "myeloid cell differentiation" 0.18040544586629
211 0.33661877326787 4 160 "GO:0030100;GO:0045807" "regulation of endocytosis" 0.544144931569561
315 0.718369496297323 2 10 "GO:0030101" "natural killer cell activation" 0.847182678549874
-682 0.282023693905743 2 19 "GO:0030150" "protein import into mitochondrial matrix" 0.483389705758415
-52 0.783341553843078 3 220 "GO:0030155" "regulation of cell adhesion" 0.883362871013961
-194 0.233957067517529 3 295 "GO:0030162" "regulation of proteolysis" 0.428767168533442
105 0.858286384955598 6 22 "GO:0030166;GO:0006029;GO:0009101" "proteoglycan metabolic process" 0.922981338595467
-962 0.192465341535 3 14 "GO:0030168" "platelet activation" 0.379474542983962
-256 0.287487223124106 2 133 "GO:0030182" "neuron differentiation" 0.489616015707969
-653 0.237330562910341 4 25 "GO:0030183" "B cell differentiation" 0.432953197387914
2007 0.00273459973676143 2 17 "GO:0030195;GO:0030193;GO:0050819;GO:1900047;GO:0050818;GO:1900046" "regulation of hemostasis" 0.0148877817371239
1137 1.53333998716432e-06 2 138 "GO:0030198;GO:0043062;GO:0045229" "extracellular structure organization" 2.76996873005918e-05
2051 1.51430861793534e-05 5 34 "GO:0030199" "collagen fibril organization" 0.000208554780945352
1408 0.00195679573837049 3 37 "GO:0030203" "glycosaminoglycan metabolic process" 0.011632063555869
697 0.382246924313135 4 12 "GO:0030206;GO:0030204" "chondroitin sulfate metabolic process" 0.58687138158893
-687 0.335444948040102 2 15 "GO:0030216" "keratinocyte differentiation" 0.543193965658407
-407 0.568283393130766 4 15 "GO:0030217" "T cell differentiation" 0.738768411069996
-395 0.449390893731049 2 28 "GO:0030218" "erythrocyte differentiation" 0.644768162124692
915 0.000111057368638555 3 138 "GO:0030239;GO:0010927" "cellular component assembly involved in morphogenesis" 0.00108407578790337
2001 0.0120723261380524 3 12 "GO:0030241;GO:0071688" "striated muscle myosin thick filament assembly" 0.0481847956575447
968 0.000310554919759569 2 107 "GO:0030258" "lipid modification" 0.00253988162571093
-132 0.731200525873809 3 52 "GO:0030261" "chromosome condensation" 0.857227080902207
587 0.215848677300211 2 34 "GO:0030278" "regulation of ossification" 0.406561286560045
-308 0.62688876561823 5 19 "GO:0030282;GO:0031214" "biomineral tissue development" 0.783602133492413
692 0.163577574692228 7 31 "GO:0030301;GO:0015918" "sterol transport" 0.335352109649063
-170 0.545198072527864 2 98 "GO:0030307" "positive regulation of cell growth" 0.72191386852571
-59 0.839942500165676 4 90 "GO:0030308" "negative regulation of cell growth" 0.912781263851918
-141 0.803277477312525 2 24 "GO:0030324" "lung development" 0.891383418844798
-447 0.283530647629017 5 44 "GO:0030326;GO:0035108;GO:0035113" "limb morphogenesis" 0.484804617495536
-939 0.0626613869050684 6 30 "GO:0030330" "DNA damage response, signal transduction by p53 class mediator" 0.167362967089336
279 0.0381956380104373 2 440 "GO:0030334;GO:2000145;GO:0040012" "regulation of locomotion" 0.114504595845945
207 0.243510951317765 2 249 "GO:0030335;GO:2000147;GO:0040017" "positive regulation of locomotion" 0.439900952315599
219 0.366993122033582 2 131 "GO:0030336;GO:2000146;GO:0040013" "negative regulation of locomotion" 0.575521344699789
-14 0.986873313783292 4 10 "GO:0030388" "fructose 1,6-bisphosphate metabolic process" 0.994205538516188
736 0.37679506559684 2 11 "GO:0030431" "sleep" 0.583654717422277
570 0.25860218022508 5 30 "GO:0030433" "ubiquitin-dependent ERAD pathway" 0.459406938305347
-2526 1.16593833098247e-05 2 23 "GO:0030490;GO:0000462" "maturation of SSU-rRNA" 0.000168939606082981
289 0.740513707652868 3 10 "GO:0030497" "fatty acid elongation" 0.862394023396683
500 0.36605407772498 2 25 "GO:0030500;GO:0070167" "regulation of biomineral tissue development" 0.574942566638631
-87 0.916372508323471 4 11 "GO:0030501;GO:0070169" "positive regulation of bone mineralization" 0.957321936971797
-561 0.178679378231778 2 44 "GO:0030509;GO:0141091;GO:0007178" "transforming growth factor beta receptor superfamily signaling pathway" 0.358979717349754
691 0.0573414435548997 4 58 "GO:0030510" "regulation of BMP signaling pathway" 0.156395976440913
-514 0.382716752959787 2 22 "GO:0030511;GO:1903846" "positive regulation of transforming growth factor beta receptor signaling pathway" 0.587268619268686
-307 0.550235526405309 4 29 "GO:0030512" "negative regulation of transforming growth factor beta receptor signaling pathway" 0.725132749625566
88 0.866750746249593 2 28 "GO:0030513" "positive regulation of BMP signaling pathway" 0.929568456463519
